user_id,subs_id,price_plan_name,transaction_id,transaction_amount,txn_created_timestamp,transaction_timestamp
186,186,basic,186,42.0,2023-01-26T19:18:59.000Z,2023-01-26T19:18:59.000Z
187,187,basic,187,99.0,2023-04-15T19:18:59.000+01:00,2023-04-15T19:18:59.000+01:00
188,188,basic,188,67.0,2022-09-15T19:18:59.000+01:00,2022-09-15T19:18:59.000+01:00
189,189,premium,189,44.0,2022-10-26T19:18:59.000+01:00,2022-10-26T19:18:59.000+01:00
190,190,premium,190,63.0,2022-12-31T19:18:59.000Z,2022-12-31T19:18:59.000Z
191,191,sport,191,43.0,2023-02-05T19:18:59.000Z,2023-02-05T19:18:59.000Z
192,192,basic,192,58.0,2023-01-10T19:18:59.000Z,2023-01-10T19:18:59.000Z
193,193,premium,193,25.0,2022-10-08T19:18:59.000+01:00,2022-10-08T19:18:59.000+01:00
194,194,basic,194,88.0,2023-04-15T19:18:59.000+01:00,2023-04-15T19:18:59.000+01:00
195,195,basic,195,43.0,2023-04-14T19:18:59.000+01:00,2023-04-14T19:18:59.000+01:00
196,196,premium,196,96.0,2022-10-13T19:18:59.000+01:00,2022-10-13T19:18:59.000+01:00
197,197,basic,197,66.0,2023-06-20T19:18:59.000+01:00,2023-06-20T19:18:59.000+01:00
198,198,premium,198,77.0,2023-06-07T19:18:59.000+01:00,2023-06-07T19:18:59.000+01:00
199,199,sport,199,44.0,2022-12-04T19:18:59.000Z,2022-12-04T19:18:59.000Z
200,200,premium,200,10.0,2023-02-17T19:18:59.000Z,2023-02-17T19:18:59.000Z
201,201,basic,201,68.0,2022-11-20T19:18:59.000Z,2022-11-20T19:18:59.000Z
202,202,premium,202,40.0,2023-04-21T19:18:59.000+01:00,2023-04-21T19:18:59.000+01:00
203,203,premium,203,51.0,2023-03-14T19:18:59.000Z,2023-03-14T19:18:59.000Z
204,204,basic,204,90.0,2022-11-18T19:18:59.000Z,2022-11-18T19:18:59.000Z
205,205,sport,205,40.0,2023-01-07T19:18:59.000Z,2023-01-07T19:18:59.000Z
206,206,basic,206,62.0,2022-09-16T19:18:59.000+01:00,2022-09-16T19:18:59.000+01:00
207,207,sport,207,21.0,2022-12-19T19:18:59.000Z,2022-12-19T19:18:59.000Z
208,208,premium,208,79.0,2023-08-24T19:18:59.000+01:00,2023-08-24T19:18:59.000+01:00
209,209,sport,209,59.0,2023-08-06T19:18:59.000+01:00,2023-08-06T19:18:59.000+01:00
210,210,premium,210,14.0,2023-03-29T19:18:59.000+01:00,2023-03-29T19:18:59.000+01:00
211,211,premium,211,45.0,2023-04-26T19:18:59.000+01:00,2023-04-26T19:18:59.000+01:00
212,212,premium,212,84.0,2022-11-28T19:18:59.000Z,2022-11-28T19:18:59.000Z
213,213,premium,213,31.0,2023-07-28T19:18:59.000+01:00,2023-07-28T19:18:59.000+01:00
214,214,basic,214,74.0,2022-12-12T19:18:59.000Z,2022-12-12T19:18:59.000Z
215,215,basic,215,70.0,2023-03-02T19:18:59.000Z,2023-03-02T19:18:59.000Z
216,216,basic,216,70.0,2022-09-12T19:18:59.000+01:00,2022-09-12T19:18:59.000+01:00
217,217,premium,217,66.0,2023-08-24T19:18:59.000+01:00,2023-08-24T19:18:59.000+01:00
218,218,premium,218,19.0,2023-07-04T19:18:59.000+01:00,2023-07-04T19:18:59.000+01:00
219,219,basic,219,21.0,2022-12-18T19:18:59.000Z,2022-12-18T19:18:59.000Z
220,220,basic,220,64.0,2023-06-23T19:18:59.000+01:00,2023-06-23T19:18:59.000+01:00
221,221,sport,221,34.0,2023-05-30T19:18:59.000+01:00,2023-05-30T19:18:59.000+01:00
222,222,premium,222,16.0,2023-07-18T19:18:59.000+01:00,2023-07-18T19:18:59.000+01:00
223,223,basic,223,50.0,2023-03-23T19:18:59.000Z,2023-03-23T19:18:59.000Z
224,224,sport,224,89.0,2023-09-03T19:18:59.000+01:00,2023-09-03T19:18:59.000+01:00
225,225,premium,225,93.0,2022-12-19T19:18:59.000Z,2022-12-19T19:18:59.000Z
226,226,sport,226,83.0,2023-02-24T19:18:59.000Z,2023-02-24T19:18:59.000Z
227,227,sport,227,49.0,2023-02-18T19:18:59.000Z,2023-02-18T19:18:59.000Z
228,228,premium,228,100.0,2022-10-26T19:18:59.000+01:00,2022-10-26T19:18:59.000+01:00
229,229,basic,229,21.0,2023-06-14T19:18:59.000+01:00,2023-06-14T19:18:59.000+01:00
230,230,premium,230,35.0,2022-09-09T19:18:59.000+01:00,2022-09-09T19:18:59.000+01:00
231,231,basic,231,21.0,2023-04-04T19:18:59.000+01:00,2023-04-04T19:18:59.000+01:00
232,232,basic,232,90.0,2022-12-31T19:18:59.000Z,2022-12-31T19:18:59.000Z
233,233,sport,233,18.0,2023-07-16T19:18:59.000+01:00,2023-07-16T19:18:59.000+01:00
234,234,sport,234,76.0,2023-02-17T19:18:59.000Z,2023-02-17T19:18:59.000Z
235,235,basic,235,65.0,2023-04-17T19:18:59.000+01:00,2023-04-17T19:18:59.000+01:00
236,236,basic,236,15.0,2023-06-07T19:18:59.000+01:00,2023-06-07T19:18:59.000+01:00
237,237,basic,237,11.0,2023-01-13T19:18:59.000Z,2023-01-13T19:18:59.000Z
238,238,basic,238,37.0,2023-08-04T19:18:59.000+01:00,2023-08-04T19:18:59.000+01:00
239,239,basic,239,88.0,2022-10-06T19:18:59.000+01:00,2022-10-06T19:18:59.000+01:00
240,240,sport,240,49.0,2023-02-09T19:18:59.000Z,2023-02-09T19:18:59.000Z
241,241,premium,241,44.0,2022-12-23T19:18:59.000Z,2022-12-23T19:18:59.000Z
242,242,premium,242,92.0,2023-06-10T19:18:59.000+01:00,2023-06-10T19:18:59.000+01:00
243,243,sport,243,10.0,2023-03-21T19:18:59.000Z,2023-03-21T19:18:59.000Z
244,244,sport,244,28.0,2023-03-03T19:18:59.000Z,2023-03-03T19:18:59.000Z
245,245,sport,245,69.0,2023-08-31T19:18:59.000+01:00,2023-08-31T19:18:59.000+01:00
246,246,sport,246,25.0,2023-01-09T19:18:59.000Z,2023-01-09T19:18:59.000Z
247,247,basic,247,31.0,2023-01-17T19:18:59.000Z,2023-01-17T19:18:59.000Z
248,248,basic,248,84.0,2023-07-15T19:18:59.000+01:00,2023-07-15T19:18:59.000+01:00
249,249,basic,249,12.0,2023-05-31T19:18:59.000+01:00,2023-05-31T19:18:59.000+01:00
250,250,sport,250,39.0,2023-04-23T19:18:59.000+01:00,2023-04-23T19:18:59.000+01:00
251,251,sport,251,54.0,2023-07-23T19:18:59.000+01:00,2023-07-23T19:18:59.000+01:00
252,252,sport,252,59.0,2023-01-07T19:18:59.000Z,2023-01-07T19:18:59.000Z
253,253,sport,253,97.0,2023-04-10T19:18:59.000+01:00,2023-04-10T19:18:59.000+01:00
254,254,premium,254,62.0,2022-11-06T19:18:59.000Z,2022-11-06T19:18:59.000Z
255,255,sport,255,95.0,2022-10-27T19:18:59.000+01:00,2022-10-27T19:18:59.000+01:00
256,256,basic,256,26.0,2023-07-23T19:18:59.000+01:00,2023-07-23T19:18:59.000+01:00
257,257,sport,257,72.0,2022-10-05T19:18:59.000+01:00,2022-10-05T19:18:59.000+01:00
258,258,sport,258,28.0,2023-04-12T19:18:59.000+01:00,2023-04-12T19:18:59.000+01:00
259,259,premium,259,31.0,2022-10-05T19:18:59.000+01:00,2022-10-05T19:18:59.000+01:00
260,260,premium,260,18.0,2023-03-25T19:18:59.000Z,2023-03-25T19:18:59.000Z
261,261,sport,261,18.0,2022-11-17T19:18:59.000Z,2022-11-17T19:18:59.000Z
262,262,sport,262,64.0,2023-04-07T19:18:59.000+01:00,2023-04-07T19:18:59.000+01:00
263,263,basic,263,48.0,2023-07-22T19:18:59.000+01:00,2023-07-22T19:18:59.000+01:00
264,264,basic,264,83.0,2023-03-28T19:18:59.000+01:00,2023-03-28T19:18:59.000+01:00
265,265,sport,265,20.0,2022-12-19T19:18:59.000Z,2022-12-19T19:18:59.000Z
266,266,premium,266,96.0,2023-04-05T19:18:59.000+01:00,2023-04-05T19:18:59.000+01:00
267,267,sport,267,35.0,2023-05-28T19:18:59.000+01:00,2023-05-28T19:18:59.000+01:00
268,268,sport,268,41.0,2022-12-11T19:18:59.000Z,2022-12-11T19:18:59.000Z
269,269,basic,269,18.0,2023-08-24T19:18:59.000+01:00,2023-08-24T19:18:59.000+01:00
270,270,basic,270,36.0,2022-09-10T19:18:59.000+01:00,2022-09-10T19:18:59.000+01:00
271,271,premium,271,81.0,2022-11-14T19:18:59.000Z,2022-11-14T19:18:59.000Z
272,272,basic,272,69.0,2022-10-19T19:18:59.000+01:00,2022-10-19T19:18:59.000+01:00
273,273,basic,273,86.0,2023-01-18T19:18:59.000Z,2023-01-18T19:18:59.000Z
274,274,sport,274,52.0,2023-07-16T19:18:59.000+01:00,2023-07-16T19:18:59.000+01:00
275,275,premium,275,35.0,2023-04-13T19:18:59.000+01:00,2023-04-13T19:18:59.000+01:00
276,276,premium,276,92.0,2022-11-26T19:18:59.000Z,2022-11-26T19:18:59.000Z
277,277,sport,277,81.0,2023-03-07T19:18:59.000Z,2023-03-07T19:18:59.000Z
278,278,basic,278,39.0,2022-11-23T19:18:59.000Z,2022-11-23T19:18:59.000Z
279,279,premium,279,86.0,2022-12-14T19:18:59.000Z,2022-12-14T19:18:59.000Z
280,280,premium,280,51.0,2023-05-17T19:18:59.000+01:00,2023-05-17T19:18:59.000+01:00
281,281,sport,281,42.0,2023-03-19T19:18:59.000Z,2023-03-19T19:18:59.000Z
282,282,basic,282,66.0,2023-02-02T19:18:59.000Z,2023-02-02T19:18:59.000Z
